n_agents n_rounds n_runs lam mean variance std
50 80 1000 0.58 25.390000 27.817900 5.274268
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 1 0.001000
7 1 0.001000
8 1 0.001000
9 0 0.000000
10 0 0.000000
11 2 0.002000
12 2 0.002000
13 2 0.002000
14 6 0.006000
15 10 0.010000
16 8 0.008000
17 28 0.028000
18 36 0.036000
19 44 0.044000
20 45 0.045000
21 54 0.054000
22 58 0.058000
23 68 0.068000
24 75 0.075000
25 71 0.071000
26 71 0.071000
27 64 0.064000
28 64 0.064000
29 62 0.062000
30 45 0.045000
31 52 0.052000
32 40 0.040000
33 30 0.030000
34 22 0.022000
35 17 0.017000
36 8 0.008000
37 6 0.006000
38 4 0.004000
39 1 0.001000
40 0 0.000000
41 0 0.000000
42 0 0.000000
43 2 0.002000
44 0 0.000000
45 0 0.000000
46 0 0.000000
47 0 0.000000
48 0 0.000000
49 0 0.000000
50 0 0.000000
