n_agents n_rounds n_runs lam mean variance std
50 100 1000 0.53 25.433000 32.547511 5.705043
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 1 0.001000
10 0 0.000000
11 1 0.001000
12 5 0.005000
13 10 0.010000
14 6 0.006000
15 11 0.011000
16 22 0.022000
17 29 0.029000
18 40 0.040000
19 31 0.031000
20 48 0.048000
21 56 0.056000
22 50 0.050000
23 61 0.061000
24 73 0.073000
25 72 0.072000
26 61 0.061000
27 63 0.063000
28 56 0.056000
29 50 0.050000
30 53 0.053000
31 41 0.041000
32 48 0.048000
33 29 0.029000
34 30 0.030000
35 14 0.014000
36 16 0.016000
37 7 0.007000
38 8 0.008000
39 3 0.003000
40 3 0.003000
41 1 0.001000
42 0 0.000000
43 1 0.001000
44 0 0.000000
45 0 0.000000
46 0 0.000000
47 0 0.000000
48 0 0.000000
49 0 0.000000
50 0 0.000000
