n_agents n_rounds n_runs lam mean variance std
50 200 1000 0.8 25.543000 7.922151 2.814632
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 0 0.000000
16 1 0.001000
17 4 0.004000
18 2 0.002000
19 9 0.009000
20 23 0.023000
21 35 0.035000
22 60 0.060000
23 100 0.100000
24 135 0.135000
25 109 0.109000
26 141 0.141000
27 137 0.137000
28 101 0.101000
29 68 0.068000
30 39 0.039000
31 22 0.022000
32 9 0.009000
33 3 0.003000
34 2 0.002000
35 0 0.000000
36 0 0.000000
37 0 0.000000
38 0 0.000000
39 0 0.000000
40 0 0.000000
41 0 0.000000
42 0 0.000000
43 0 0.000000
44 0 0.000000
45 0 0.000000
46 0 0.000000
47 0 0.000000
48 0 0.000000
49 0 0.000000
50 0 0.000000
