n_agents n_rounds n_runs lam mean variance std
50 60 1000 0.47000000000000003 25.318000 42.418876 6.512978
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 2 0.002000
9 0 0.000000
10 2 0.002000
11 6 0.006000
12 7 0.007000
13 9 0.009000
14 18 0.018000
15 11 0.011000
16 32 0.032000
17 29 0.029000
18 37 0.037000
19 45 0.045000
20 46 0.046000
21 56 0.056000
22 58 0.058000
23 56 0.056000
24 45 0.045000
25 60 0.060000
26 52 0.052000
27 51 0.051000
28 56 0.056000
29 53 0.053000
30 57 0.057000
31 38 0.038000
32 38 0.038000
33 27 0.027000
34 28 0.028000
35 18 0.018000
36 16 0.016000
37 10 0.010000
38 11 0.011000
39 13 0.013000
40 5 0.005000
41 1 0.001000
42 3 0.003000
43 1 0.001000
44 1 0.001000
45 0 0.000000
46 1 0.001000
47 0 0.000000
48 0 0.000000
49 0 0.000000
50 1 0.001000
