n_agents n_rounds n_runs lam mean variance std
50 50 1000 0.32 25.877000 58.701871 7.661715
outcome count fraction
1 0 0.000000
2 0 0.000000
3 1 0.001000
4 0 0.000000
5 0 0.000000
6 1 0.001000
7 0 0.000000
8 0 0.000000
9 4 0.004000
10 4 0.004000
11 13 0.013000
12 9 0.009000
13 14 0.014000
14 19 0.019000
15 34 0.034000
16 23 0.023000
17 27 0.027000
18 37 0.037000
19 31 0.031000
20 42 0.042000
21 38 0.038000
22 52 0.052000
23 49 0.049000
24 49 0.049000
25 53 0.053000
26 41 0.041000
27 37 0.037000
28 54 0.054000
29 40 0.040000
30 50 0.050000
31 33 0.033000
32 29 0.029000
33 34 0.034000
34 30 0.030000
35 31 0.031000
36 21 0.021000
37 25 0.025000
38 23 0.023000
39 16 0.016000
40 11 0.011000
41 8 0.008000
42 9 0.009000
43 4 0.004000
44 2 0.002000
45 1 0.001000
46 1 0.001000
47 0 0.000000
48 0 0.000000
49 0 0.000000
50 0 0.000000
