n_agents n_rounds n_runs lam mean variance std
50 50 1000 0.26 25.906000 64.517164 8.032258
outcome count fraction
1 0 0.000000
2 0 0.000000
3 1 0.001000
4 0 0.000000
5 0 0.000000
6 1 0.001000
7 0 0.000000
8 4 0.004000
9 5 0.005000
10 10 0.010000
11 7 0.007000
12 13 0.013000
13 16 0.016000
14 25 0.025000
15 25 0.025000
16 28 0.028000
17 23 0.023000
18 36 0.036000
19 27 0.027000
20 46 0.046000
21 39 0.039000
22 50 0.050000
23 42 0.042000
24 52 0.052000
25 49 0.049000
26 42 0.042000
27 40 0.040000
28 47 0.047000
29 39 0.039000
30 43 0.043000
31 34 0.034000
32 33 0.033000
33 25 0.025000
34 29 0.029000
35 29 0.029000
36 28 0.028000
37 24 0.024000
38 22 0.022000
39 21 0.021000
40 13 0.013000
41 10 0.010000
42 9 0.009000
43 6 0.006000
44 3 0.003000
45 3 0.003000
46 0 0.000000
47 1 0.001000
48 0 0.000000
49 0 0.000000
50 0 0.000000
