n_agents n_rounds n_runs lam mean variance std
50 50 1000 0.16 25.937000 73.919031 8.597618
outcome count fraction
1 0 0.000000
2 0 0.000000
3 1 0.001000
4 0 0.000000
5 0 0.000000
6 3 0.003000
7 5 0.005000
8 4 0.004000
9 8 0.008000
10 8 0.008000
11 10 0.010000
12 18 0.018000
13 20 0.020000
14 19 0.019000
15 29 0.029000
16 25 0.025000
17 26 0.026000
18 27 0.027000
19 35 0.035000
20 37 0.037000
21 41 0.041000
22 52 0.052000
23 40 0.040000
24 42 0.042000
25 44 0.044000
26 49 0.049000
27 37 0.037000
28 33 0.033000
29 49 0.049000
30 38 0.038000
31 35 0.035000
32 32 0.032000
33 21 0.021000
34 21 0.021000
35 29 0.029000
36 31 0.031000
37 21 0.021000
38 25 0.025000
39 20 0.020000
40 15 0.015000
41 17 0.017000
42 9 0.009000
43 13 0.013000
44 5 0.005000
45 1 0.001000
46 3 0.003000
47 1 0.001000
48 1 0.001000
49 0 0.000000
50 0 0.000000
