n_agents n_rounds n_runs lam mean variance std
50 100 1000 0.63 25.456000 23.034064 4.799382
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 2 0.002000
12 0 0.000000
13 0 0.000000
14 6 0.006000
15 11 0.011000
16 4 0.004000
17 18 0.018000
18 31 0.031000
19 45 0.045000
20 37 0.037000
21 63 0.063000
22 58 0.058000
23 76 0.076000
24 82 0.082000
25 75 0.075000
26 81 0.081000
27 69 0.069000
28 72 0.072000
29 61 0.061000
30 55 0.055000
31 43 0.043000
32 38 0.038000
33 25 0.025000
34 21 0.021000
35 8 0.008000
36 10 0.010000
37 6 0.006000
38 2 0.002000
39 0 0.000000
40 0 0.000000
41 0 0.000000
42 1 0.001000
43 0 0.000000
44 0 0.000000
45 0 0.000000
46 0 0.000000
47 0 0.000000
48 0 0.000000
49 0 0.000000
50 0 0.000000
