n_agents n_rounds n_runs lam mean variance std
50 400 1000 0.86 25.406000 4.763164 2.182467
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 0 0.000000
16 0 0.000000
17 0 0.000000
18 0 0.000000
19 5 0.005000
20 9 0.009000
21 26 0.026000
22 52 0.052000
23 82 0.082000
24 164 0.164000
25 185 0.185000
26 173 0.173000
27 129 0.129000
28 96 0.096000
29 55 0.055000
30 16 0.016000
31 6 0.006000
32 2 0.002000
33 0 0.000000
34 0 0.000000
35 0 0.000000
36 0 0.000000
37 0 0.000000
38 0 0.000000
39 0 0.000000
40 0 0.000000
41 0 0.000000
42 0 0.000000
43 0 0.000000
44 0 0.000000
45 0 0.000000
46 0 0.000000
47 0 0.000000
48 0 0.000000
49 0 0.000000
50 0 0.000000
