n_agents n_rounds n_runs lam mean variance std
50 50 1000 0.27 25.908000 63.821536 7.988838
outcome count fraction
1 0 0.000000
2 0 0.000000
3 1 0.001000
4 0 0.000000
5 0 0.000000
6 1 0.001000
7 0 0.000000
8 4 0.004000
9 3 0.003000
10 12 0.012000
11 6 0.006000
12 11 0.011000
13 18 0.018000
14 25 0.025000
15 24 0.024000
16 28 0.028000
17 25 0.025000
18 35 0.035000
19 28 0.028000
20 45 0.045000
21 39 0.039000
22 50 0.050000
23 41 0.041000
24 54 0.054000
25 48 0.048000
26 43 0.043000
27 40 0.040000
28 47 0.047000
29 40 0.040000
30 42 0.042000
31 35 0.035000
32 32 0.032000
33 27 0.027000
34 30 0.030000
35 29 0.029000
36 26 0.026000
37 23 0.023000
38 26 0.026000
39 17 0.017000
40 14 0.014000
41 9 0.009000
42 10 0.010000
43 5 0.005000
44 3 0.003000
45 3 0.003000
46 0 0.000000
47 1 0.001000
48 0 0.000000
49 0 0.000000
50 0 0.000000
