n_agents n_rounds n_runs lam mean variance std
50 80 1000 0.56 25.400000 29.820000 5.460769
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 1 0.001000
7 2 0.002000
8 0 0.000000
9 0 0.000000
10 1 0.001000
11 1 0.001000
12 4 0.004000
13 0 0.000000
14 10 0.010000
15 10 0.010000
16 11 0.011000
17 29 0.029000
18 41 0.041000
19 39 0.039000
20 42 0.042000
21 54 0.054000
22 60 0.060000
23 61 0.061000
24 79 0.079000
25 69 0.069000
26 66 0.066000
27 58 0.058000
28 69 0.069000
29 58 0.058000
30 47 0.047000
31 49 0.049000
32 38 0.038000
33 34 0.034000
34 21 0.021000
35 14 0.014000
36 16 0.016000
37 7 0.007000
38 6 0.006000
39 1 0.001000
40 0 0.000000
41 0 0.000000
42 0 0.000000
43 2 0.002000
44 0 0.000000
45 0 0.000000
46 0 0.000000
47 0 0.000000
48 0 0.000000
49 0 0.000000
50 0 0.000000
