n_agents n_rounds n_runs lam mean variance std
50 50 1000 0.08 25.965000 80.669775 8.981635
outcome count fraction
1 0 0.000000
2 0 0.000000
3 1 0.001000
4 1 0.001000
5 1 0.001000
6 6 0.006000
7 4 0.004000
8 9 0.009000
9 6 0.006000
10 5 0.005000
11 19 0.019000
12 15 0.015000
13 19 0.019000
14 23 0.023000
15 23 0.023000
16 28 0.028000
17 23 0.023000
18 30 0.030000
19 30 0.030000
20 39 0.039000
21 40 0.040000
22 49 0.049000
23 41 0.041000
24 40 0.040000
25 40 0.040000
26 45 0.045000
27 40 0.040000
28 35 0.035000
29 44 0.044000
30 39 0.039000
31 33 0.033000
32 27 0.027000
33 25 0.025000
34 23 0.023000
35 26 0.026000
36 21 0.021000
37 30 0.030000
38 24 0.024000
39 17 0.017000
40 19 0.019000
41 19 0.019000
42 8 0.008000
43 11 0.011000
44 12 0.012000
45 5 0.005000
46 0 0.000000
47 2 0.002000
48 3 0.003000
49 0 0.000000
50 0 0.000000
