n_agents n_rounds n_runs lam mean variance std
50 50 1000 0.29 25.902000 61.962396 7.871620
outcome count fraction
1 0 0.000000
2 0 0.000000
3 1 0.001000
4 0 0.000000
5 0 0.000000
6 1 0.001000
7 0 0.000000
8 2 0.002000
9 2 0.002000
10 12 0.012000
11 8 0.008000
12 9 0.009000
13 19 0.019000
14 17 0.017000
15 32 0.032000
16 28 0.028000
17 22 0.022000
18 39 0.039000
19 26 0.026000
20 45 0.045000
21 40 0.040000
22 49 0.049000
23 48 0.048000
24 48 0.048000
25 51 0.051000
26 41 0.041000
27 38 0.038000
28 53 0.053000
29 39 0.039000
30 45 0.045000
31 36 0.036000
32 27 0.027000
33 29 0.029000
34 31 0.031000
35 32 0.032000
36 24 0.024000
37 23 0.023000
38 25 0.025000
39 15 0.015000
40 13 0.013000
41 8 0.008000
42 12 0.012000
43 4 0.004000
44 3 0.003000
45 2 0.002000
46 0 0.000000
47 1 0.001000
48 0 0.000000
49 0 0.000000
50 0 0.000000
