n_agents n_rounds n_runs lam mean variance std
50 60 1000 0.43 25.289000 45.991479 6.781702
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 2 0.002000
9 1 0.001000
10 2 0.002000
11 9 0.009000
12 7 0.007000
13 16 0.016000
14 11 0.011000
15 18 0.018000
16 37 0.037000
17 24 0.024000
18 45 0.045000
19 36 0.036000
20 51 0.051000
21 56 0.056000
22 47 0.047000
23 58 0.058000
24 45 0.045000
25 56 0.056000
26 42 0.042000
27 52 0.052000
28 51 0.051000
29 55 0.055000
30 60 0.060000
31 40 0.040000
32 31 0.031000
33 31 0.031000
34 23 0.023000
35 23 0.023000
36 17 0.017000
37 13 0.013000
38 13 0.013000
39 11 0.011000
40 6 0.006000
41 4 0.004000
42 2 0.002000
43 2 0.002000
44 1 0.001000
45 0 0.000000
46 1 0.001000
47 0 0.000000
48 0 0.000000
49 0 0.000000
50 1 0.001000
