n_agents n_rounds n_runs lam mean variance std
50 50 1000 0.02 25.964000 86.906704 9.322377
outcome count fraction
1 0 0.000000
2 1 0.001000
3 2 0.002000
4 0 0.000000
5 3 0.003000
6 8 0.008000
7 5 0.005000
8 6 0.006000
9 9 0.009000
10 10 0.010000
11 15 0.015000
12 18 0.018000
13 16 0.016000
14 22 0.022000
15 27 0.027000
16 22 0.022000
17 29 0.029000
18 27 0.027000
19 33 0.033000
20 34 0.034000
21 35 0.035000
22 55 0.055000
23 38 0.038000
24 41 0.041000
25 42 0.042000
26 39 0.039000
27 29 0.029000
28 47 0.047000
29 41 0.041000
30 39 0.039000
31 31 0.031000
32 27 0.027000
33 25 0.025000
34 21 0.021000
35 26 0.026000
36 21 0.021000
37 25 0.025000
38 25 0.025000
39 17 0.017000
40 16 0.016000
41 21 0.021000
42 12 0.012000
43 9 0.009000
44 13 0.013000
45 8 0.008000
46 5 0.005000
47 1 0.001000
48 2 0.002000
49 1 0.001000
50 1 0.001000
