n_agents n_rounds n_runs lam mean variance std
50 50 1000 0.35000000000000003 25.847000 56.037591 7.485826
outcome count fraction
1 0 0.000000
2 0 0.000000
3 1 0.001000
4 0 0.000000
5 0 0.000000
6 1 0.001000
7 0 0.000000
8 0 0.000000
9 1 0.001000
10 5 0.005000
11 11 0.011000
12 10 0.010000
13 11 0.011000
14 21 0.021000
15 29 0.029000
16 30 0.030000
17 24 0.024000
18 38 0.038000
19 31 0.031000
20 42 0.042000
21 40 0.040000
22 49 0.049000
23 53 0.053000
24 52 0.052000
25 50 0.050000
26 44 0.044000
27 34 0.034000
28 59 0.059000
29 42 0.042000
30 48 0.048000
31 32 0.032000
32 33 0.033000
33 35 0.035000
34 35 0.035000
35 25 0.025000
36 26 0.026000
37 20 0.020000
38 21 0.021000
39 14 0.014000
40 10 0.010000
41 8 0.008000
42 9 0.009000
43 3 0.003000
44 1 0.001000
45 1 0.001000
46 1 0.001000
47 0 0.000000
48 0 0.000000
49 0 0.000000
50 0 0.000000
