n_agents n_rounds n_runs lam mean variance std
50 60 1000 0.48 25.324000 41.723024 6.459336
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 2 0.002000
9 0 0.000000
10 2 0.002000
11 6 0.006000
12 4 0.004000
13 11 0.011000
14 19 0.019000
15 9 0.009000
16 29 0.029000
17 33 0.033000
18 36 0.036000
19 44 0.044000
20 46 0.046000
21 56 0.056000
22 59 0.059000
23 59 0.059000
24 44 0.044000
25 59 0.059000
26 53 0.053000
27 51 0.051000
28 58 0.058000
29 52 0.052000
30 59 0.059000
31 36 0.036000
32 39 0.039000
33 26 0.026000
34 29 0.029000
35 18 0.018000
36 14 0.014000
37 12 0.012000
38 10 0.010000
39 12 0.012000
40 5 0.005000
41 2 0.002000
42 2 0.002000
43 2 0.002000
44 0 0.000000
45 0 0.000000
46 1 0.001000
47 0 0.000000
48 0 0.000000
49 0 0.000000
50 1 0.001000
