n_agents n_rounds n_runs lam mean variance std
50 200 1000 0.72 25.546000 13.525884 3.677755
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 2 0.002000
16 3 0.003000
17 9 0.009000
18 16 0.016000
19 20 0.020000
20 37 0.037000
21 42 0.042000
22 82 0.082000
23 93 0.093000
24 103 0.103000
25 83 0.083000
26 93 0.093000
27 102 0.102000
28 100 0.100000
29 68 0.068000
30 60 0.060000
31 39 0.039000
32 21 0.021000
33 15 0.015000
34 7 0.007000
35 3 0.003000
36 2 0.002000
37 0 0.000000
38 0 0.000000
39 0 0.000000
40 0 0.000000
41 0 0.000000
42 0 0.000000
43 0 0.000000
44 0 0.000000
45 0 0.000000
46 0 0.000000
47 0 0.000000
48 0 0.000000
49 0 0.000000
50 0 0.000000
