n_agents n_rounds n_runs lam mean variance std
50 50 1000 0.14 25.936000 75.503904 8.689298
outcome count fraction
1 0 0.000000
2 0 0.000000
3 1 0.001000
4 0 0.000000
5 1 0.001000
6 4 0.004000
7 4 0.004000
8 6 0.006000
9 8 0.008000
10 6 0.006000
11 11 0.011000
12 18 0.018000
13 22 0.022000
14 19 0.019000
15 27 0.027000
16 26 0.026000
17 25 0.025000
18 27 0.027000
19 33 0.033000
20 37 0.037000
21 43 0.043000
22 50 0.050000
23 40 0.040000
24 43 0.043000
25 40 0.040000
26 53 0.053000
27 37 0.037000
28 31 0.031000
29 47 0.047000
30 41 0.041000
31 35 0.035000
32 28 0.028000
33 24 0.024000
34 20 0.020000
35 29 0.029000
36 29 0.029000
37 23 0.023000
38 24 0.024000
39 20 0.020000
40 15 0.015000
41 19 0.019000
42 9 0.009000
43 12 0.012000
44 7 0.007000
45 1 0.001000
46 2 0.002000
47 2 0.002000
48 1 0.001000
49 0 0.000000
50 0 0.000000
