n_agents n_rounds n_runs lam mean variance std
50 60 1000 0.4 25.276000 48.885824 6.991840
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 3 0.003000
9 0 0.000000
10 3 0.003000
11 11 0.011000
12 8 0.008000
13 16 0.016000
14 14 0.014000
15 25 0.025000
16 26 0.026000
17 31 0.031000
18 47 0.047000
19 31 0.031000
20 54 0.054000
21 53 0.053000
22 47 0.047000
23 55 0.055000
24 44 0.044000
25 52 0.052000
26 43 0.043000
27 46 0.046000
28 53 0.053000
29 58 0.058000
30 49 0.049000
31 45 0.045000
32 35 0.035000
33 24 0.024000
34 26 0.026000
35 23 0.023000
36 19 0.019000
37 13 0.013000
38 12 0.012000
39 14 0.014000
40 7 0.007000
41 4 0.004000
42 4 0.004000
43 0 0.000000
44 2 0.002000
45 1 0.001000
46 1 0.001000
47 0 0.000000
48 0 0.000000
49 0 0.000000
50 1 0.001000
