n_agents n_rounds n_runs lam mean variance std
50 50 1000 0.31 25.885000 59.705775 7.726951
outcome count fraction
1 0 0.000000
2 0 0.000000
3 1 0.001000
4 0 0.000000
5 0 0.000000
6 1 0.001000
7 0 0.000000
8 0 0.000000
9 4 0.004000
10 7 0.007000
11 11 0.011000
12 9 0.009000
13 15 0.015000
14 21 0.021000
15 32 0.032000
16 22 0.022000
17 27 0.027000
18 38 0.038000
19 28 0.028000
20 45 0.045000
21 38 0.038000
22 50 0.050000
23 50 0.050000
24 48 0.048000
25 51 0.051000
26 45 0.045000
27 38 0.038000
28 50 0.050000
29 40 0.040000
30 47 0.047000
31 33 0.033000
32 31 0.031000
33 32 0.032000
34 32 0.032000
35 31 0.031000
36 21 0.021000
37 25 0.025000
38 25 0.025000
39 14 0.014000
40 11 0.011000
41 7 0.007000
42 12 0.012000
43 4 0.004000
44 2 0.002000
45 1 0.001000
46 0 0.000000
47 1 0.001000
48 0 0.000000
49 0 0.000000
50 0 0.000000
