n_agents n_rounds n_runs lam mean variance std
50 200 1000 0.6900000000000001 25.559000 15.926519 3.990804
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 3 0.003000
15 1 0.001000
16 6 0.006000
17 16 0.016000
18 13 0.013000
19 27 0.027000
20 35 0.035000
21 55 0.055000
22 67 0.067000
23 100 0.100000
24 86 0.086000
25 79 0.079000
26 87 0.087000
27 88 0.088000
28 103 0.103000
29 68 0.068000
30 55 0.055000
31 48 0.048000
32 27 0.027000
33 15 0.015000
34 10 0.010000
35 8 0.008000
36 3 0.003000
37 0 0.000000
38 0 0.000000
39 0 0.000000
40 0 0.000000
41 0 0.000000
42 0 0.000000
43 0 0.000000
44 0 0.000000
45 0 0.000000
46 0 0.000000
47 0 0.000000
48 0 0.000000
49 0 0.000000
50 0 0.000000
