n_agents n_rounds n_runs lam mean variance std
50 50 1000 0.36 25.866000 54.926044 7.411211
outcome count fraction
1 0 0.000000
2 0 0.000000
3 1 0.001000
4 0 0.000000
5 0 0.000000
6 1 0.001000
7 0 0.000000
8 0 0.000000
9 1 0.001000
10 4 0.004000
11 6 0.006000
12 16 0.016000
13 9 0.009000
14 20 0.020000
15 30 0.030000
16 26 0.026000
17 28 0.028000
18 36 0.036000
19 32 0.032000
20 38 0.038000
21 45 0.045000
22 53 0.053000
23 48 0.048000
24 53 0.053000
25 54 0.054000
26 43 0.043000
27 35 0.035000
28 57 0.057000
29 42 0.042000
30 48 0.048000
31 34 0.034000
32 32 0.032000
33 35 0.035000
34 34 0.034000
35 26 0.026000
36 28 0.028000
37 18 0.018000
38 21 0.021000
39 13 0.013000
40 12 0.012000
41 10 0.010000
42 5 0.005000
43 4 0.004000
44 0 0.000000
45 1 0.001000
46 1 0.001000
47 0 0.000000
48 0 0.000000
49 0 0.000000
50 0 0.000000
