n_agents n_rounds n_runs lam mean variance std
50 50 1000 0.24 25.919000 66.880439 8.178046
outcome count fraction
1 0 0.000000
2 0 0.000000
3 1 0.001000
4 0 0.000000
5 0 0.000000
6 1 0.001000
7 1 0.001000
8 3 0.003000
9 10 0.010000
10 6 0.006000
11 7 0.007000
12 17 0.017000
13 16 0.016000
14 26 0.026000
15 25 0.025000
16 28 0.028000
17 23 0.023000
18 32 0.032000
19 29 0.029000
20 42 0.042000
21 41 0.041000
22 50 0.050000
23 44 0.044000
24 51 0.051000
25 41 0.041000
26 45 0.045000
27 41 0.041000
28 42 0.042000
29 44 0.044000
30 41 0.041000
31 33 0.033000
32 33 0.033000
33 25 0.025000
34 26 0.026000
35 29 0.029000
36 32 0.032000
37 19 0.019000
38 25 0.025000
39 25 0.025000
40 10 0.010000
41 11 0.011000
42 9 0.009000
43 9 0.009000
44 2 0.002000
45 4 0.004000
46 0 0.000000
47 1 0.001000
48 0 0.000000
49 0 0.000000
50 0 0.000000
