n_agents n_rounds n_runs lam mean variance std
50 60 1000 0.38 25.261000 50.862879 7.131822
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 1 0.001000
8 2 0.002000
9 1 0.001000
10 7 0.007000
11 8 0.008000
12 11 0.011000
13 14 0.014000
14 16 0.016000
15 27 0.027000
16 26 0.026000
17 25 0.025000
18 50 0.050000
19 34 0.034000
20 53 0.053000
21 51 0.051000
22 44 0.044000
23 58 0.058000
24 43 0.043000
25 49 0.049000
26 39 0.039000
27 47 0.047000
28 53 0.053000
29 55 0.055000
30 55 0.055000
31 44 0.044000
32 33 0.033000
33 23 0.023000
34 27 0.027000
35 22 0.022000
36 20 0.020000
37 8 0.008000
38 17 0.017000
39 15 0.015000
40 7 0.007000
41 5 0.005000
42 4 0.004000
43 1 0.001000
44 2 0.002000
45 1 0.001000
46 1 0.001000
47 0 0.000000
48 0 0.000000
49 0 0.000000
50 1 0.001000
