n_agents n_rounds n_runs lam mean variance std
50 50 1000 0.07 25.955000 81.804975 9.044610
outcome count fraction
1 0 0.000000
2 0 0.000000
3 1 0.001000
4 2 0.002000
5 1 0.001000
6 6 0.006000
7 5 0.005000
8 7 0.007000
9 6 0.006000
10 8 0.008000
11 17 0.017000
12 14 0.014000
13 20 0.020000
14 22 0.022000
15 23 0.023000
16 30 0.030000
17 23 0.023000
18 32 0.032000
19 30 0.030000
20 35 0.035000
21 43 0.043000
22 46 0.046000
23 43 0.043000
24 38 0.038000
25 41 0.041000
26 46 0.046000
27 38 0.038000
28 35 0.035000
29 42 0.042000
30 43 0.043000
31 31 0.031000
32 27 0.027000
33 24 0.024000
34 24 0.024000
35 23 0.023000
36 22 0.022000
37 32 0.032000
38 23 0.023000
39 16 0.016000
40 20 0.020000
41 18 0.018000
42 9 0.009000
43 9 0.009000
44 12 0.012000
45 8 0.008000
46 0 0.000000
47 1 0.001000
48 4 0.004000
49 0 0.000000
50 0 0.000000
