n_agents n_rounds n_runs lam mean variance std
50 200 1000 0.75 25.552000 11.197296 3.346236
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 0 0.000000
16 3 0.003000
17 6 0.006000
18 8 0.008000
19 18 0.018000
20 35 0.035000
21 34 0.034000
22 93 0.093000
23 61 0.061000
24 146 0.146000
25 73 0.073000
26 137 0.137000
27 77 0.077000
28 127 0.127000
29 58 0.058000
30 63 0.063000
31 22 0.022000
32 23 0.023000
33 8 0.008000
34 7 0.007000
35 1 0.001000
36 0 0.000000
37 0 0.000000
38 0 0.000000
39 0 0.000000
40 0 0.000000
41 0 0.000000
42 0 0.000000
43 0 0.000000
44 0 0.000000
45 0 0.000000
46 0 0.000000
47 0 0.000000
48 0 0.000000
49 0 0.000000
50 0 0.000000
