n_agents n_rounds n_runs lam mean variance std
50 100 1000 0.98 25.351000 14.167799 3.764014
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 2 0.002000
15 0 0.000000
16 4 0.004000
17 3 0.003000
18 24 0.024000
19 23 0.023000
20 43 0.043000
21 57 0.057000
22 77 0.077000
23 83 0.083000
24 113 0.113000
25 87 0.087000
26 106 0.106000
27 90 0.090000
28 86 0.086000
29 65 0.065000
30 46 0.046000
31 35 0.035000
32 29 0.029000
33 14 0.014000
34 6 0.006000
35 3 0.003000
36 2 0.002000
37 1 0.001000
38 0 0.000000
39 0 0.000000
40 1 0.001000
41 0 0.000000
42 0 0.000000
43 0 0.000000
44 0 0.000000
45 0 0.000000
46 0 0.000000
47 0 0.000000
48 0 0.000000
49 0 0.000000
50 0 0.000000
