n_agents n_rounds n_runs lam mean variance std
50 80 1000 0.99 25.323000 18.436671 4.293794
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 1 0.001000
7 1 0.001000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 1 0.001000
12 0 0.000000
13 0 0.000000
14 2 0.002000
15 2 0.002000
16 8 0.008000
17 9 0.009000
18 24 0.024000
19 40 0.040000
20 36 0.036000
21 55 0.055000
22 72 0.072000
23 86 0.086000
24 105 0.105000
25 77 0.077000
26 90 0.090000
27 87 0.087000
28 79 0.079000
29 69 0.069000
30 46 0.046000
31 35 0.035000
32 27 0.027000
33 21 0.021000
34 9 0.009000
35 7 0.007000
36 8 0.008000
37 0 0.000000
38 0 0.000000
39 0 0.000000
40 2 0.002000
41 0 0.000000
42 0 0.000000
43 1 0.001000
44 0 0.000000
45 0 0.000000
46 0 0.000000
47 0 0.000000
48 0 0.000000
49 0 0.000000
50 0 0.000000
