n_agents n_rounds n_runs lam mean variance std
50 400 1000 0.88 25.410000 3.817900 1.953945
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 0 0.000000
16 0 0.000000
17 0 0.000000
18 0 0.000000
19 0 0.000000
20 5 0.005000
21 16 0.016000
22 45 0.045000
23 95 0.095000
24 159 0.159000
25 206 0.206000
26 185 0.185000
27 147 0.147000
28 89 0.089000
29 34 0.034000
30 14 0.014000
31 4 0.004000
32 1 0.001000
33 0 0.000000
34 0 0.000000
35 0 0.000000
36 0 0.000000
37 0 0.000000
38 0 0.000000
39 0 0.000000
40 0 0.000000
41 0 0.000000
42 0 0.000000
43 0 0.000000
44 0 0.000000
45 0 0.000000
46 0 0.000000
47 0 0.000000
48 0 0.000000
49 0 0.000000
50 0 0.000000
