n_agents n_rounds n_runs lam mean variance std
50 200 1000 0.67 25.584000 17.842944 4.224091
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 1 0.001000
14 2 0.002000
15 2 0.002000
16 11 0.011000
17 13 0.013000
18 21 0.021000
19 29 0.029000
20 36 0.036000
21 55 0.055000
22 64 0.064000
23 92 0.092000
24 82 0.082000
25 87 0.087000
26 77 0.077000
27 87 0.087000
28 80 0.080000
29 74 0.074000
30 62 0.062000
31 50 0.050000
32 29 0.029000
33 19 0.019000
34 10 0.010000
35 10 0.010000
36 6 0.006000
37 1 0.001000
38 0 0.000000
39 0 0.000000
40 0 0.000000
41 0 0.000000
42 0 0.000000
43 0 0.000000
44 0 0.000000
45 0 0.000000
46 0 0.000000
47 0 0.000000
48 0 0.000000
49 0 0.000000
50 0 0.000000
