n_agents n_rounds n_runs lam mean variance std
50 50 1000 0.12 25.962000 77.622556 8.810366
outcome count fraction
1 0 0.000000
2 0 0.000000
3 1 0.001000
4 0 0.000000
5 1 0.001000
6 5 0.005000
7 4 0.004000
8 5 0.005000
9 10 0.010000
10 5 0.005000
11 13 0.013000
12 19 0.019000
13 19 0.019000
14 24 0.024000
15 23 0.023000
16 24 0.024000
17 27 0.027000
18 27 0.027000
19 35 0.035000
20 35 0.035000
21 44 0.044000
22 47 0.047000
23 41 0.041000
24 42 0.042000
25 41 0.041000
26 50 0.050000
27 39 0.039000
28 30 0.030000
29 47 0.047000
30 41 0.041000
31 32 0.032000
32 26 0.026000
33 29 0.029000
34 17 0.017000
35 28 0.028000
36 25 0.025000
37 30 0.030000
38 21 0.021000
39 22 0.022000
40 15 0.015000
41 20 0.020000
42 7 0.007000
43 9 0.009000
44 14 0.014000
45 1 0.001000
46 0 0.000000
47 4 0.004000
48 1 0.001000
49 0 0.000000
50 0 0.000000
