n_agents n_rounds n_runs lam mean variance std
50 50 1000 0.15 25.938000 74.958156 8.657838
outcome count fraction
1 0 0.000000
2 0 0.000000
3 1 0.001000
4 0 0.000000
5 1 0.001000
6 2 0.002000
7 5 0.005000
8 6 0.006000
9 8 0.008000
10 7 0.007000
11 10 0.010000
12 19 0.019000
13 20 0.020000
14 19 0.019000
15 28 0.028000
16 26 0.026000
17 26 0.026000
18 26 0.026000
19 34 0.034000
20 37 0.037000
21 42 0.042000
22 51 0.051000
23 40 0.040000
24 43 0.043000
25 40 0.040000
26 54 0.054000
27 36 0.036000
28 32 0.032000
29 48 0.048000
30 39 0.039000
31 35 0.035000
32 30 0.030000
33 22 0.022000
34 22 0.022000
35 28 0.028000
36 29 0.029000
37 22 0.022000
38 25 0.025000
39 19 0.019000
40 16 0.016000
41 18 0.018000
42 9 0.009000
43 12 0.012000
44 7 0.007000
45 1 0.001000
46 2 0.002000
47 2 0.002000
48 1 0.001000
49 0 0.000000
50 0 0.000000
