n_agents n_rounds n_runs lam mean variance std
50 200 1000 0.81 25.533000 7.364911 2.713837
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 0 0.000000
16 0 0.000000
17 2 0.002000
18 5 0.005000
19 8 0.008000
20 16 0.016000
21 32 0.032000
22 65 0.065000
23 108 0.108000
24 127 0.127000
25 121 0.121000
26 136 0.136000
27 148 0.148000
28 98 0.098000
29 63 0.063000
30 42 0.042000
31 18 0.018000
32 7 0.007000
33 3 0.003000
34 1 0.001000
35 0 0.000000
36 0 0.000000
37 0 0.000000
38 0 0.000000
39 0 0.000000
40 0 0.000000
41 0 0.000000
42 0 0.000000
43 0 0.000000
44 0 0.000000
45 0 0.000000
46 0 0.000000
47 0 0.000000
48 0 0.000000
49 0 0.000000
50 0 0.000000
