n_agents n_rounds n_runs lam mean variance std
50 50 1000 0.1 25.962000 79.264556 8.903064
outcome count fraction
1 0 0.000000
2 0 0.000000
3 1 0.001000
4 1 0.001000
5 1 0.001000
6 5 0.005000
7 4 0.004000
8 9 0.009000
9 5 0.005000
10 6 0.006000
11 14 0.014000
12 19 0.019000
13 19 0.019000
14 25 0.025000
15 20 0.020000
16 31 0.031000
17 20 0.020000
18 30 0.030000
19 31 0.031000
20 40 0.040000
21 41 0.041000
22 48 0.048000
23 40 0.040000
24 42 0.042000
25 39 0.039000
26 50 0.050000
27 38 0.038000
28 33 0.033000
29 44 0.044000
30 41 0.041000
31 32 0.032000
32 28 0.028000
33 26 0.026000
34 20 0.020000
35 27 0.027000
36 23 0.023000
37 29 0.029000
38 23 0.023000
39 19 0.019000
40 19 0.019000
41 17 0.017000
42 10 0.010000
43 10 0.010000
44 12 0.012000
45 3 0.003000
46 0 0.000000
47 2 0.002000
48 3 0.003000
49 0 0.000000
50 0 0.000000
