n_agents n_rounds n_runs lam mean variance std
50 50 1000 0.17 25.937000 72.297031 8.502766
outcome count fraction
1 0 0.000000
2 0 0.000000
3 1 0.001000
4 0 0.000000
5 0 0.000000
6 3 0.003000
7 4 0.004000
8 4 0.004000
9 9 0.009000
10 6 0.006000
11 9 0.009000
12 17 0.017000
13 19 0.019000
14 20 0.020000
15 33 0.033000
16 24 0.024000
17 21 0.021000
18 31 0.031000
19 29 0.029000
20 43 0.043000
21 40 0.040000
22 54 0.054000
23 42 0.042000
24 42 0.042000
25 47 0.047000
26 44 0.044000
27 37 0.037000
28 40 0.040000
29 45 0.045000
30 37 0.037000
31 34 0.034000
32 35 0.035000
33 18 0.018000
34 22 0.022000
35 30 0.030000
36 32 0.032000
37 22 0.022000
38 26 0.026000
39 17 0.017000
40 20 0.020000
41 12 0.012000
42 7 0.007000
43 14 0.014000
44 4 0.004000
45 1 0.001000
46 3 0.003000
47 1 0.001000
48 1 0.001000
49 0 0.000000
50 0 0.000000
