n_agents n_rounds n_runs lam mean variance std
50 50 1000 0.23 25.929000 67.759959 8.231644
outcome count fraction
1 0 0.000000
2 0 0.000000
3 1 0.001000
4 0 0.000000
5 0 0.000000
6 1 0.001000
7 2 0.002000
8 3 0.003000
9 10 0.010000
10 5 0.005000
11 9 0.009000
12 16 0.016000
13 17 0.017000
14 24 0.024000
15 25 0.025000
16 29 0.029000
17 22 0.022000
18 33 0.033000
19 30 0.030000
20 41 0.041000
21 40 0.040000
22 51 0.051000
23 45 0.045000
24 49 0.049000
25 41 0.041000
26 45 0.045000
27 39 0.039000
28 44 0.044000
29 43 0.043000
30 42 0.042000
31 33 0.033000
32 31 0.031000
33 25 0.025000
34 26 0.026000
35 29 0.029000
36 30 0.030000
37 23 0.023000
38 24 0.024000
39 22 0.022000
40 12 0.012000
41 11 0.011000
42 10 0.010000
43 10 0.010000
44 2 0.002000
45 3 0.003000
46 1 0.001000
47 1 0.001000
48 0 0.000000
49 0 0.000000
50 0 0.000000
