n_agents n_rounds n_runs lam mean variance std
50 50 1000 0.0 25.965000 87.251775 9.340866
outcome count fraction
1 0 0.000000
2 2 0.002000
3 1 0.001000
4 1 0.001000
5 2 0.002000
6 8 0.008000
7 6 0.006000
8 6 0.006000
9 8 0.008000
10 10 0.010000
11 15 0.015000
12 18 0.018000
13 16 0.016000
14 22 0.022000
15 27 0.027000
16 22 0.022000
17 29 0.029000
18 27 0.027000
19 33 0.033000
20 34 0.034000
21 36 0.036000
22 54 0.054000
23 38 0.038000
24 41 0.041000
25 42 0.042000
26 39 0.039000
27 29 0.029000
28 47 0.047000
29 41 0.041000
30 39 0.039000
31 31 0.031000
32 27 0.027000
33 25 0.025000
34 21 0.021000
35 25 0.025000
36 22 0.022000
37 25 0.025000
38 23 0.023000
39 19 0.019000
40 16 0.016000
41 20 0.020000
42 12 0.012000
43 10 0.010000
44 13 0.013000
45 8 0.008000
46 4 0.004000
47 2 0.002000
48 2 0.002000
49 1 0.001000
50 1 0.001000
