n_agents n_rounds n_runs lam mean variance std
100 50 3000 0.19 50.210333 304.066093 17.437491
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 2 0.000667
5 2 0.000667
6 1 0.000333
7 0 0.000000
8 5 0.001667
9 5 0.001667
10 8 0.002667
11 3 0.001000
12 3 0.001000
13 7 0.002333
14 16 0.005333
15 15 0.005000
16 7 0.002333
17 9 0.003000
18 15 0.005000
19 28 0.009333
20 13 0.004333
21 19 0.006333
22 12 0.004000
23 23 0.007667
24 18 0.006000
25 33 0.011000
26 24 0.008000
27 30 0.010000
28 45 0.015000
29 40 0.013333
30 36 0.012000
31 34 0.011333
32 38 0.012667
33 41 0.013667
34 33 0.011000
35 55 0.018333
36 57 0.019000
37 57 0.019000
38 54 0.018000
39 49 0.016333
40 62 0.020667
41 69 0.023000
42 58 0.019333
43 68 0.022667
44 52 0.017333
45 58 0.019333
46 78 0.026000
47 60 0.020000
48 59 0.019667
49 56 0.018667
50 57 0.019000
51 73 0.024333
52 53 0.017667
53 68 0.022667
54 68 0.022667
55 65 0.021667
56 61 0.020333
57 74 0.024667
58 59 0.019667
59 51 0.017000
60 56 0.018667
61 59 0.019667
62 54 0.018000
63 56 0.018667
64 39 0.013000
65 51 0.017000
66 46 0.015333
67 49 0.016333
68 34 0.011333
69 36 0.012000
70 27 0.009000
71 33 0.011000
72 35 0.011667
73 38 0.012667
74 34 0.011333
75 27 0.009000
76 26 0.008667
77 19 0.006333
78 29 0.009667
79 12 0.004000
80 24 0.008000
81 12 0.004000
82 21 0.007000
83 13 0.004333
84 11 0.003667
85 18 0.006000
86 12 0.004000
87 6 0.002000
88 9 0.003000
89 5 0.001667
90 8 0.002667
91 3 0.001000
92 4 0.001333
93 2 0.000667
94 2 0.000667
95 3 0.001000
96 0 0.000000
97 1 0.000333
98 0 0.000000
99 0 0.000000
100 0 0.000000
