n_agents n_rounds n_runs lam mean variance std
100 400 3000 0.8 50.561667 30.199531 5.495410
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 0 0.000000
16 0 0.000000
17 0 0.000000
18 0 0.000000
19 0 0.000000
20 0 0.000000
21 0 0.000000
22 0 0.000000
23 0 0.000000
24 0 0.000000
25 0 0.000000
26 0 0.000000
27 0 0.000000
28 0 0.000000
29 0 0.000000
30 1 0.000333
31 2 0.000667
32 0 0.000000
33 1 0.000333
34 1 0.000333
35 2 0.000667
36 5 0.001667
37 12 0.004000
38 12 0.004000
39 26 0.008667
40 34 0.011333
41 65 0.021667
42 78 0.026000
43 84 0.028000
44 103 0.034333
45 126 0.042000
46 144 0.048000
47 169 0.056333
48 199 0.066333
49 198 0.066000
50 209 0.069667
51 211 0.070333
52 185 0.061667
53 218 0.072667
54 160 0.053333
55 175 0.058333
56 156 0.052000
57 122 0.040667
58 88 0.029333
59 73 0.024333
60 42 0.014000
61 48 0.016000
62 19 0.006333
63 15 0.005000
64 11 0.003667
65 0 0.000000
66 4 0.001333
67 1 0.000333
68 0 0.000000
69 1 0.000333
70 0 0.000000
71 0 0.000000
72 0 0.000000
73 0 0.000000
74 0 0.000000
75 0 0.000000
76 0 0.000000
77 0 0.000000
78 0 0.000000
79 0 0.000000
80 0 0.000000
81 0 0.000000
82 0 0.000000
83 0 0.000000
84 0 0.000000
85 0 0.000000
86 0 0.000000
87 0 0.000000
88 0 0.000000
89 0 0.000000
90 0 0.000000
91 0 0.000000
92 0 0.000000
93 0 0.000000
94 0 0.000000
95 0 0.000000
96 0 0.000000
97 0 0.000000
98 0 0.000000
99 0 0.000000
100 0 0.000000
