n_agents n_rounds n_runs lam mean variance std
100 200 3000 0.52 50.262333 133.444848 11.551833
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 0 0.000000
16 2 0.000667
17 2 0.000667
18 2 0.000667
19 1 0.000333
20 1 0.000333
21 4 0.001333
22 2 0.000667
23 6 0.002000
24 7 0.002333
25 13 0.004333
26 10 0.003333
27 13 0.004333
28 21 0.007000
29 16 0.005333
30 28 0.009333
31 20 0.006667
32 35 0.011667
33 37 0.012333
34 50 0.016667
35 50 0.016667
36 61 0.020333
37 58 0.019333
38 57 0.019000
39 67 0.022333
40 63 0.021000
41 66 0.022000
42 81 0.027000
43 94 0.031333
44 101 0.033667
45 94 0.031333
46 88 0.029333
47 106 0.035333
48 87 0.029000
49 88 0.029333
50 97 0.032333
51 87 0.029000
52 83 0.027667
53 109 0.036333
54 96 0.032000
55 73 0.024333
56 94 0.031333
57 90 0.030000
58 91 0.030333
59 69 0.023000
60 84 0.028000
61 67 0.022333
62 65 0.021667
63 63 0.021000
64 53 0.017667
65 54 0.018000
66 43 0.014333
67 39 0.013000
68 31 0.010333
69 34 0.011333
70 41 0.013667
71 30 0.010000
72 14 0.004667
73 13 0.004333
74 10 0.003333
75 7 0.002333
76 9 0.003000
77 5 0.001667
78 8 0.002667
79 1 0.000333
80 3 0.001000
81 0 0.000000
82 3 0.001000
83 0 0.000000
84 1 0.000333
85 1 0.000333
86 1 0.000333
87 0 0.000000
88 0 0.000000
89 0 0.000000
90 0 0.000000
91 0 0.000000
92 0 0.000000
93 0 0.000000
94 0 0.000000
95 0 0.000000
96 0 0.000000
97 0 0.000000
98 0 0.000000
99 0 0.000000
100 0 0.000000
