n_agents n_rounds n_runs lam mean variance std
100 80 3000 0.24 50.593000 275.015351 16.583587
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 2 0.000667
9 1 0.000333
10 1 0.000333
11 4 0.001333
12 5 0.001667
13 5 0.001667
14 2 0.000667
15 5 0.001667
16 4 0.001333
17 7 0.002333
18 7 0.002333
19 11 0.003667
20 24 0.008000
21 28 0.009333
22 19 0.006333
23 29 0.009667
24 27 0.009000
25 20 0.006667
26 35 0.011667
27 25 0.008333
28 31 0.010333
29 36 0.012000
30 40 0.013333
31 47 0.015667
32 44 0.014667
33 40 0.013333
34 47 0.015667
35 47 0.015667
36 54 0.018000
37 63 0.021000
38 53 0.017667
39 44 0.014667
40 64 0.021333
41 59 0.019667
42 70 0.023333
43 55 0.018333
44 63 0.021000
45 59 0.019667
46 70 0.023333
47 59 0.019667
48 68 0.022667
49 61 0.020333
50 59 0.019667
51 85 0.028333
52 53 0.017667
53 64 0.021333
54 57 0.019000
55 67 0.022333
56 75 0.025000
57 64 0.021333
58 61 0.020333
59 59 0.019667
60 60 0.020000
61 67 0.022333
62 51 0.017000
63 62 0.020667
64 47 0.015667
65 55 0.018333
66 50 0.016667
67 38 0.012667
68 33 0.011000
69 32 0.010667
70 36 0.012000
71 33 0.011000
72 34 0.011333
73 33 0.011000
74 30 0.010000
75 27 0.009000
76 27 0.009000
77 26 0.008667
78 28 0.009333
79 21 0.007000
80 23 0.007667
81 11 0.003667
82 24 0.008000
83 17 0.005667
84 10 0.003333
85 6 0.002000
86 10 0.003333
87 12 0.004000
88 0 0.000000
89 4 0.001333
90 3 0.001000
91 5 0.001667
92 1 0.000333
93 3 0.001000
94 1 0.000333
95 1 0.000333
96 0 0.000000
97 0 0.000000
98 0 0.000000
99 0 0.000000
100 0 0.000000
