n_agents n_rounds n_runs lam mean variance std
100 200 3000 0.34 50.201000 213.573932 14.614169
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 1 0.000333
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 3 0.001000
13 2 0.000667
14 4 0.001333
15 3 0.001000
16 4 0.001333
17 4 0.001333
18 7 0.002333
19 9 0.003000
20 13 0.004333
21 12 0.004000
22 19 0.006333
23 24 0.008000
24 21 0.007000
25 16 0.005333
26 20 0.006667
27 25 0.008333
28 27 0.009000
29 27 0.009000
30 45 0.015000
31 29 0.009667
32 39 0.013000
33 48 0.016000
34 50 0.016667
35 45 0.015000
36 52 0.017333
37 64 0.021333
38 64 0.021333
39 53 0.017667
40 63 0.021000
41 72 0.024000
42 71 0.023667
43 80 0.026667
44 75 0.025000
45 70 0.023333
46 65 0.021667
47 87 0.029000
48 80 0.026667
49 85 0.028333
50 54 0.018000
51 71 0.023667
52 62 0.020667
53 71 0.023667
54 80 0.026667
55 59 0.019667
56 91 0.030333
57 65 0.021667
58 83 0.027667
59 67 0.022333
60 63 0.021000
61 65 0.021667
62 49 0.016333
63 50 0.016667
64 60 0.020000
65 56 0.018667
66 43 0.014333
67 43 0.014333
68 41 0.013667
69 34 0.011333
70 38 0.012667
71 42 0.014000
72 29 0.009667
73 23 0.007667
74 37 0.012333
75 30 0.010000
76 24 0.008000
77 14 0.004667
78 18 0.006000
79 9 0.003000
80 12 0.004000
81 8 0.002667
82 7 0.002333
83 6 0.002000
84 3 0.001000
85 4 0.001333
86 3 0.001000
87 4 0.001333
88 0 0.000000
89 1 0.000333
90 1 0.000333
91 2 0.000667
92 0 0.000000
93 0 0.000000
94 0 0.000000
95 0 0.000000
96 0 0.000000
97 0 0.000000
98 0 0.000000
99 0 0.000000
100 0 0.000000
