n_agents n_rounds n_runs lam mean variance std
100 200 3000 0.39 50.206667 190.169956 13.790212
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 1 0.000333
11 0 0.000000
12 0 0.000000
13 3 0.001000
14 0 0.000000
15 5 0.001667
16 2 0.000667
17 4 0.001333
18 3 0.001000
19 4 0.001333
20 11 0.003667
21 9 0.003000
22 17 0.005667
23 14 0.004667
24 12 0.004000
25 27 0.009000
26 18 0.006000
27 21 0.007000
28 21 0.007000
29 27 0.009000
30 48 0.016000
31 32 0.010667
32 36 0.012000
33 41 0.013667
34 52 0.017333
35 53 0.017667
36 44 0.014667
37 62 0.020667
38 62 0.020667
39 52 0.017333
40 76 0.025333
41 68 0.022667
42 77 0.025667
43 84 0.028000
44 74 0.024667
45 87 0.029000
46 73 0.024333
47 80 0.026667
48 87 0.029000
49 77 0.025667
50 74 0.024667
51 67 0.022333
52 61 0.020333
53 82 0.027333
54 77 0.025667
55 76 0.025333
56 82 0.027333
57 83 0.027667
58 84 0.028000
59 65 0.021667
60 70 0.023333
61 56 0.018667
62 53 0.017667
63 59 0.019667
64 59 0.019667
65 55 0.018333
66 47 0.015667
67 38 0.012667
68 39 0.013000
69 42 0.014000
70 44 0.014667
71 22 0.007333
72 38 0.012667
73 27 0.009000
74 37 0.012333
75 18 0.006000
76 15 0.005000
77 11 0.003667
78 11 0.003667
79 12 0.004000
80 6 0.002000
81 6 0.002000
82 6 0.002000
83 3 0.001000
84 2 0.000667
85 4 0.001333
86 1 0.000333
87 0 0.000000
88 1 0.000333
89 2 0.000667
90 1 0.000333
91 0 0.000000
92 0 0.000000
93 0 0.000000
94 0 0.000000
95 0 0.000000
96 0 0.000000
97 0 0.000000
98 0 0.000000
99 0 0.000000
100 0 0.000000
