n_agents n_rounds n_runs lam mean variance std
100 50 3000 0.01 50.190333 360.108773 18.976532
outcome count fraction
1 1 0.000333
2 0 0.000000
3 0 0.000000
4 5 0.001667
5 8 0.002667
6 4 0.001333
7 0 0.000000
8 11 0.003667
9 10 0.003333
10 7 0.002333
11 9 0.003000
12 7 0.002333
13 14 0.004667
14 11 0.003667
15 15 0.005000
16 17 0.005667
17 11 0.003667
18 18 0.006000
19 23 0.007667
20 12 0.004000
21 21 0.007000
22 18 0.006000
23 28 0.009333
24 24 0.008000
25 28 0.009333
26 29 0.009667
27 35 0.011667
28 46 0.015333
29 42 0.014000
30 36 0.012000
31 37 0.012333
32 30 0.010000
33 46 0.015333
34 24 0.008000
35 48 0.016000
36 57 0.019000
37 57 0.019000
38 57 0.019000
39 47 0.015667
40 43 0.014333
41 67 0.022333
42 52 0.017333
43 67 0.022333
44 48 0.016000
45 46 0.015333
46 72 0.024000
47 65 0.021667
48 48 0.016000
49 52 0.017333
50 53 0.017667
51 66 0.022000
52 53 0.017667
53 62 0.020667
54 74 0.024667
55 63 0.021000
56 65 0.021667
57 59 0.019667
58 59 0.019667
59 52 0.017333
60 44 0.014667
61 62 0.020667
62 52 0.017333
63 42 0.014000
64 39 0.013000
65 48 0.016000
66 40 0.013333
67 45 0.015000
68 32 0.010667
69 35 0.011667
70 36 0.012000
71 42 0.014000
72 35 0.011667
73 36 0.012000
74 27 0.009000
75 19 0.006333
76 32 0.010667
77 23 0.007667
78 25 0.008333
79 16 0.005333
80 21 0.007000
81 15 0.005000
82 23 0.007667
83 19 0.006333
84 22 0.007333
85 15 0.005000
86 19 0.006333
87 12 0.004000
88 12 0.004000
89 10 0.003333
90 5 0.001667
91 3 0.001000
92 7 0.002333
93 9 0.003000
94 6 0.002000
95 6 0.002000
96 4 0.001333
97 1 0.000333
98 0 0.000000
99 2 0.000667
100 0 0.000000
