n_agents n_rounds n_runs lam mean variance std
100 400 3000 0.6900000000000001 50.571333 61.969578 7.872076
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 0 0.000000
16 0 0.000000
17 0 0.000000
18 0 0.000000
19 0 0.000000
20 0 0.000000
21 0 0.000000
22 0 0.000000
23 0 0.000000
24 1 0.000333
25 2 0.000667
26 0 0.000000
27 0 0.000000
28 1 0.000333
29 3 0.001000
30 4 0.001333
31 7 0.002333
32 5 0.001667
33 16 0.005333
34 14 0.004667
35 20 0.006667
36 35 0.011667
37 48 0.016000
38 44 0.014667
39 58 0.019333
40 85 0.028333
41 64 0.021333
42 77 0.025667
43 87 0.029000
44 116 0.038667
45 106 0.035333
46 142 0.047333
47 132 0.044000
48 131 0.043667
49 130 0.043333
50 157 0.052333
51 118 0.039333
52 135 0.045000
53 144 0.048000
54 146 0.048667
55 132 0.044000
56 135 0.045000
57 117 0.039000
58 85 0.028333
59 111 0.037000
60 82 0.027333
61 69 0.023000
62 54 0.018000
63 43 0.014333
64 40 0.013333
65 29 0.009667
66 23 0.007667
67 18 0.006000
68 10 0.003333
69 13 0.004333
70 6 0.002000
71 2 0.000667
72 0 0.000000
73 2 0.000667
74 0 0.000000
75 1 0.000333
76 0 0.000000
77 0 0.000000
78 0 0.000000
79 0 0.000000
80 0 0.000000
81 0 0.000000
82 0 0.000000
83 0 0.000000
84 0 0.000000
85 0 0.000000
86 0 0.000000
87 0 0.000000
88 0 0.000000
89 0 0.000000
90 0 0.000000
91 0 0.000000
92 0 0.000000
93 0 0.000000
94 0 0.000000
95 0 0.000000
96 0 0.000000
97 0 0.000000
98 0 0.000000
99 0 0.000000
100 0 0.000000
