n_agents n_rounds n_runs lam mean variance std
100 50 3000 0.12 50.204333 326.231248 18.061873
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 2 0.000667
5 2 0.000667
6 2 0.000667
7 2 0.000667
8 10 0.003333
9 4 0.001333
10 6 0.002000
11 4 0.001333
12 6 0.002000
13 13 0.004333
14 18 0.006000
15 19 0.006333
16 7 0.002333
17 6 0.002000
18 20 0.006667
19 20 0.006667
20 14 0.004667
21 17 0.005667
22 21 0.007000
23 25 0.008333
24 21 0.007000
25 25 0.008333
26 30 0.010000
27 34 0.011333
28 46 0.015333
29 33 0.011000
30 34 0.011333
31 40 0.013333
32 42 0.014000
33 45 0.015000
34 29 0.009667
35 48 0.016000
36 59 0.019667
37 55 0.018333
38 48 0.016000
39 57 0.019000
40 49 0.016333
41 71 0.023667
42 55 0.018333
43 67 0.022333
44 52 0.017333
45 53 0.017667
46 72 0.024000
47 66 0.022000
48 58 0.019333
49 50 0.016667
50 53 0.017667
51 68 0.022667
52 54 0.018000
53 67 0.022333
54 77 0.025667
55 60 0.020000
56 62 0.020667
57 61 0.020333
58 60 0.020000
59 53 0.017667
60 52 0.017333
61 63 0.021000
62 55 0.018333
63 46 0.015333
64 42 0.014000
65 45 0.015000
66 43 0.014333
67 47 0.015667
68 33 0.011000
69 36 0.012000
70 37 0.012333
71 40 0.013333
72 31 0.010333
73 30 0.010000
74 35 0.011667
75 26 0.008667
76 26 0.008667
77 19 0.006333
78 27 0.009000
79 17 0.005667
80 20 0.006667
81 22 0.007333
82 21 0.007000
83 16 0.005333
84 9 0.003000
85 12 0.004000
86 21 0.007000
87 13 0.004333
88 8 0.002667
89 4 0.001333
90 7 0.002333
91 7 0.002333
92 6 0.002000
93 5 0.001667
94 1 0.000333
95 4 0.001333
96 0 0.000000
97 2 0.000667
98 0 0.000000
99 0 0.000000
100 0 0.000000
