n_agents n_rounds n_runs lam mean variance std
100 400 3000 0.5 50.534000 135.055511 11.621339
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 0 0.000000
16 1 0.000333
17 0 0.000000
18 2 0.000667
19 0 0.000000
20 5 0.001667
21 0 0.000000
22 8 0.002667
23 4 0.001333
24 4 0.001333
25 6 0.002000
26 20 0.006667
27 7 0.002333
28 27 0.009000
29 16 0.005333
30 32 0.010667
31 10 0.003333
32 59 0.019667
33 21 0.007000
34 47 0.015667
35 29 0.009667
36 88 0.029333
37 37 0.012333
38 86 0.028667
39 29 0.009667
40 98 0.032667
41 42 0.014000
42 124 0.041333
43 47 0.015667
44 126 0.042000
45 24 0.008000
46 142 0.047333
47 39 0.013000
48 139 0.046333
49 33 0.011000
50 159 0.053000
51 55 0.018333
52 133 0.044333
53 45 0.015000
54 139 0.046333
55 36 0.012000
56 155 0.051667
57 39 0.013000
58 131 0.043667
59 36 0.012000
60 109 0.036333
61 41 0.013667
62 85 0.028333
63 21 0.007000
64 100 0.033333
65 25 0.008333
66 91 0.030333
67 18 0.006000
68 59 0.019667
69 20 0.006667
70 40 0.013333
71 5 0.001667
72 36 0.012000
73 15 0.005000
74 21 0.007000
75 6 0.002000
76 10 0.003333
77 5 0.001667
78 4 0.001333
79 3 0.001000
80 3 0.001000
81 0 0.000000
82 2 0.000667
83 0 0.000000
84 1 0.000333
85 0 0.000000
86 0 0.000000
87 0 0.000000
88 0 0.000000
89 0 0.000000
90 0 0.000000
91 0 0.000000
92 0 0.000000
93 0 0.000000
94 0 0.000000
95 0 0.000000
96 0 0.000000
97 0 0.000000
98 0 0.000000
99 0 0.000000
100 0 0.000000
