n_agents n_rounds n_runs lam mean variance std
100 200 3000 0.48 50.243000 151.279284 12.299564
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 1 0.000333
15 2 0.000667
16 2 0.000667
17 2 0.000667
18 0 0.000000
19 4 0.001333
20 4 0.001333
21 4 0.001333
22 4 0.001333
23 7 0.002333
24 18 0.006000
25 10 0.003333
26 13 0.004333
27 22 0.007333
28 16 0.005333
29 23 0.007667
30 24 0.008000
31 43 0.014333
32 28 0.009333
33 48 0.016000
34 48 0.016000
35 48 0.016000
36 52 0.017333
37 54 0.018000
38 65 0.021667
39 60 0.020000
40 63 0.021000
41 77 0.025667
42 84 0.028000
43 92 0.030667
44 78 0.026000
45 96 0.032000
46 94 0.031333
47 89 0.029667
48 79 0.026333
49 86 0.028667
50 91 0.030333
51 84 0.028000
52 72 0.024000
53 89 0.029667
54 92 0.030667
55 87 0.029000
56 84 0.028000
57 84 0.028000
58 91 0.030333
59 68 0.022667
60 66 0.022000
61 78 0.026000
62 62 0.020667
63 55 0.018333
64 62 0.020667
65 45 0.015000
66 48 0.016000
67 48 0.016000
68 40 0.013333
69 26 0.008667
70 37 0.012333
71 35 0.011667
72 32 0.010667
73 21 0.007000
74 10 0.003333
75 5 0.001667
76 16 0.005333
77 4 0.001333
78 11 0.003667
79 4 0.001333
80 2 0.000667
81 2 0.000667
82 4 0.001333
83 1 0.000333
84 1 0.000333
85 0 0.000000
86 2 0.000667
87 0 0.000000
88 1 0.000333
89 0 0.000000
90 0 0.000000
91 0 0.000000
92 0 0.000000
93 0 0.000000
94 0 0.000000
95 0 0.000000
96 0 0.000000
97 0 0.000000
98 0 0.000000
99 0 0.000000
100 0 0.000000
