n_agents n_rounds n_runs lam mean variance std
100 400 3000 0.81 50.550667 27.896766 5.281739
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 0 0.000000
16 0 0.000000
17 0 0.000000
18 0 0.000000
19 0 0.000000
20 0 0.000000
21 0 0.000000
22 0 0.000000
23 0 0.000000
24 0 0.000000
25 0 0.000000
26 0 0.000000
27 0 0.000000
28 0 0.000000
29 0 0.000000
30 0 0.000000
31 2 0.000667
32 1 0.000333
33 0 0.000000
34 2 0.000667
35 1 0.000333
36 2 0.000667
37 10 0.003333
38 11 0.003667
39 20 0.006667
40 25 0.008333
41 65 0.021667
42 75 0.025000
43 88 0.029333
44 95 0.031667
45 126 0.042000
46 161 0.053667
47 164 0.054667
48 187 0.062333
49 208 0.069333
50 228 0.076000
51 224 0.074667
52 210 0.070000
53 201 0.067000
54 175 0.058333
55 172 0.057333
56 156 0.052000
57 118 0.039333
58 79 0.026333
59 73 0.024333
60 42 0.014000
61 39 0.013000
62 17 0.005667
63 9 0.003000
64 8 0.002667
65 4 0.001333
66 1 0.000333
67 0 0.000000
68 1 0.000333
69 0 0.000000
70 0 0.000000
71 0 0.000000
72 0 0.000000
73 0 0.000000
74 0 0.000000
75 0 0.000000
76 0 0.000000
77 0 0.000000
78 0 0.000000
79 0 0.000000
80 0 0.000000
81 0 0.000000
82 0 0.000000
83 0 0.000000
84 0 0.000000
85 0 0.000000
86 0 0.000000
87 0 0.000000
88 0 0.000000
89 0 0.000000
90 0 0.000000
91 0 0.000000
92 0 0.000000
93 0 0.000000
94 0 0.000000
95 0 0.000000
96 0 0.000000
97 0 0.000000
98 0 0.000000
99 0 0.000000
100 0 0.000000
