n_agents n_rounds n_runs lam mean variance std
100 80 3000 0.32 50.593333 243.862622 15.616101
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 1 0.000333
10 0 0.000000
11 1 0.000333
12 2 0.000667
13 4 0.001333
14 4 0.001333
15 10 0.003333
16 3 0.001000
17 3 0.001000
18 4 0.001333
19 4 0.001333
20 15 0.005000
21 10 0.003333
22 17 0.005667
23 27 0.009000
24 29 0.009667
25 30 0.010000
26 30 0.010000
27 32 0.010667
28 20 0.006667
29 29 0.009667
30 35 0.011667
31 50 0.016667
32 44 0.014667
33 49 0.016333
34 43 0.014333
35 56 0.018667
36 48 0.016000
37 57 0.019000
38 60 0.020000
39 54 0.018000
40 56 0.018667
41 66 0.022000
42 69 0.023000
43 64 0.021333
44 66 0.022000
45 67 0.022333
46 75 0.025000
47 68 0.022667
48 67 0.022333
49 69 0.023000
50 53 0.017667
51 84 0.028000
52 72 0.024000
53 61 0.020333
54 64 0.021333
55 75 0.025000
56 75 0.025000
57 54 0.018000
58 67 0.022333
59 74 0.024667
60 62 0.020667
61 67 0.022333
62 66 0.022000
63 64 0.021333
64 37 0.012333
65 51 0.017000
66 31 0.010333
67 38 0.012667
68 45 0.015000
69 46 0.015333
70 37 0.012333
71 25 0.008333
72 42 0.014000
73 26 0.008667
74 25 0.008333
75 30 0.010000
76 33 0.011000
77 28 0.009333
78 24 0.008000
79 17 0.005667
80 13 0.004333
81 15 0.005000
82 11 0.003667
83 9 0.003000
84 7 0.002333
85 9 0.003000
86 3 0.001000
87 6 0.002000
88 7 0.002333
89 0 0.000000
90 2 0.000667
91 3 0.001000
92 0 0.000000
93 3 0.001000
94 1 0.000333
95 0 0.000000
96 0 0.000000
97 0 0.000000
98 0 0.000000
99 0 0.000000
100 0 0.000000
