n_agents n_rounds n_runs lam mean variance std
100 400 3000 0.62 50.548000 86.621029 9.307042
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 0 0.000000
16 0 0.000000
17 0 0.000000
18 0 0.000000
19 0 0.000000
20 0 0.000000
21 1 0.000333
22 2 0.000667
23 0 0.000000
24 0 0.000000
25 2 0.000667
26 5 0.001667
27 6 0.002000
28 5 0.001667
29 5 0.001667
30 9 0.003000
31 15 0.005000
32 19 0.006333
33 27 0.009000
34 33 0.011000
35 38 0.012667
36 41 0.013667
37 58 0.019333
38 54 0.018000
39 61 0.020333
40 68 0.022667
41 91 0.030333
42 74 0.024667
43 89 0.029667
44 96 0.032000
45 113 0.037667
46 110 0.036667
47 116 0.038667
48 104 0.034667
49 104 0.034667
50 130 0.043333
51 116 0.038667
52 134 0.044667
53 103 0.034333
54 117 0.039000
55 116 0.038667
56 117 0.039000
57 104 0.034667
58 96 0.032000
59 79 0.026333
60 85 0.028333
61 86 0.028667
62 57 0.019000
63 64 0.021333
64 58 0.019333
65 35 0.011667
66 35 0.011667
67 25 0.008333
68 33 0.011000
69 20 0.006667
70 13 0.004333
71 10 0.003333
72 11 0.003667
73 2 0.000667
74 4 0.001333
75 1 0.000333
76 2 0.000667
77 0 0.000000
78 0 0.000000
79 1 0.000333
80 0 0.000000
81 0 0.000000
82 0 0.000000
83 0 0.000000
84 0 0.000000
85 0 0.000000
86 0 0.000000
87 0 0.000000
88 0 0.000000
89 0 0.000000
90 0 0.000000
91 0 0.000000
92 0 0.000000
93 0 0.000000
94 0 0.000000
95 0 0.000000
96 0 0.000000
97 0 0.000000
98 0 0.000000
99 0 0.000000
100 0 0.000000
