n_agents n_rounds n_runs lam mean variance std
100 400 3000 0.59 50.550667 98.296766 9.914473
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 0 0.000000
16 0 0.000000
17 0 0.000000
18 0 0.000000
19 0 0.000000
20 1 0.000333
21 1 0.000333
22 1 0.000333
23 0 0.000000
24 4 0.001333
25 6 0.002000
26 3 0.001000
27 4 0.001333
28 10 0.003333
29 7 0.002333
30 18 0.006000
31 18 0.006000
32 30 0.010000
33 27 0.009000
34 39 0.013000
35 37 0.012333
36 39 0.013000
37 60 0.020000
38 66 0.022000
39 62 0.020667
40 71 0.023667
41 72 0.024000
42 85 0.028333
43 85 0.028333
44 105 0.035000
45 88 0.029333
46 118 0.039333
47 101 0.033667
48 99 0.033000
49 100 0.033333
50 123 0.041000
51 106 0.035333
52 124 0.041333
53 94 0.031333
54 118 0.039333
55 101 0.033667
56 110 0.036667
57 100 0.033333
58 104 0.034667
59 83 0.027667
60 69 0.023000
61 71 0.023667
62 74 0.024667
63 66 0.022000
64 63 0.021000
65 48 0.016000
66 30 0.010000
67 38 0.012667
68 23 0.007667
69 34 0.011333
70 18 0.006000
71 12 0.004000
72 10 0.003333
73 9 0.003000
74 7 0.002333
75 1 0.000333
76 4 0.001333
77 0 0.000000
78 2 0.000667
79 0 0.000000
80 0 0.000000
81 1 0.000333
82 0 0.000000
83 0 0.000000
84 0 0.000000
85 0 0.000000
86 0 0.000000
87 0 0.000000
88 0 0.000000
89 0 0.000000
90 0 0.000000
91 0 0.000000
92 0 0.000000
93 0 0.000000
94 0 0.000000
95 0 0.000000
96 0 0.000000
97 0 0.000000
98 0 0.000000
99 0 0.000000
100 0 0.000000
