n_agents n_rounds n_runs lam mean variance std
100 80 3000 0.26 50.587000 266.859764 16.335843
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 1 0.000333
9 1 0.000333
10 2 0.000667
11 1 0.000333
12 6 0.002000
13 6 0.002000
14 2 0.000667
15 5 0.001667
16 4 0.001333
17 4 0.001333
18 6 0.002000
19 7 0.002333
20 23 0.007667
21 30 0.010000
22 20 0.006667
23 20 0.006667
24 36 0.012000
25 19 0.006333
26 28 0.009333
27 33 0.011000
28 22 0.007333
29 41 0.013667
30 38 0.012667
31 46 0.015333
32 43 0.014333
33 50 0.016667
34 44 0.014667
35 41 0.013667
36 57 0.019000
37 58 0.019333
38 59 0.019667
39 46 0.015333
40 58 0.019333
41 63 0.021000
42 68 0.022667
43 57 0.019000
44 67 0.022333
45 64 0.021333
46 71 0.023667
47 62 0.020667
48 65 0.021667
49 58 0.019333
50 63 0.021000
51 80 0.026667
52 60 0.020000
53 65 0.021667
54 58 0.019333
55 68 0.022667
56 82 0.027333
57 54 0.018000
58 67 0.022333
59 55 0.018333
60 67 0.022333
61 64 0.021333
62 57 0.019000
63 56 0.018667
64 56 0.018667
65 55 0.018333
66 34 0.011333
67 36 0.012000
68 41 0.013667
69 33 0.011000
70 36 0.012000
71 39 0.013000
72 34 0.011333
73 30 0.010000
74 29 0.009667
75 28 0.009333
76 27 0.009000
77 29 0.009667
78 26 0.008667
79 17 0.005667
80 18 0.006000
81 18 0.006000
82 26 0.008667
83 10 0.003333
84 6 0.002000
85 7 0.002333
86 12 0.004000
87 7 0.002333
88 2 0.000667
89 2 0.000667
90 7 0.002333
91 1 0.000333
92 1 0.000333
93 3 0.001000
94 2 0.000667
95 0 0.000000
96 0 0.000000
97 0 0.000000
98 0 0.000000
99 0 0.000000
100 0 0.000000
