n_agents n_rounds n_runs lam mean variance std
100 80 3000 0.37 50.581667 224.895331 14.996511
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 1 0.000333
11 0 0.000000
12 0 0.000000
13 4 0.001333
14 3 0.001000
15 6 0.002000
16 8 0.002667
17 3 0.001000
18 3 0.001000
19 4 0.001333
20 11 0.003667
21 11 0.003667
22 12 0.004000
23 11 0.003667
24 21 0.007000
25 25 0.008333
26 40 0.013333
27 31 0.010333
28 24 0.008000
29 27 0.009000
30 27 0.009000
31 53 0.017667
32 42 0.014000
33 49 0.016333
34 43 0.014333
35 61 0.020333
36 52 0.017333
37 56 0.018667
38 56 0.018667
39 56 0.018667
40 65 0.021667
41 67 0.022333
42 70 0.023333
43 62 0.020667
44 71 0.023667
45 74 0.024667
46 79 0.026333
47 60 0.020000
48 78 0.026000
49 66 0.022000
50 61 0.020333
51 91 0.030333
52 64 0.021333
53 70 0.023333
54 68 0.022667
55 72 0.024000
56 75 0.025000
57 62 0.020667
58 67 0.022333
59 75 0.025000
60 69 0.023000
61 80 0.026667
62 71 0.023667
63 41 0.013667
64 48 0.016000
65 35 0.011667
66 38 0.012667
67 54 0.018000
68 42 0.014000
69 38 0.012667
70 40 0.013333
71 30 0.010000
72 36 0.012000
73 24 0.008000
74 31 0.010333
75 32 0.010667
76 29 0.009667
77 20 0.006667
78 16 0.005333
79 16 0.005333
80 15 0.005000
81 6 0.002000
82 13 0.004333
83 8 0.002667
84 5 0.001667
85 5 0.001667
86 8 0.002667
87 3 0.001000
88 1 0.000333
89 1 0.000333
90 3 0.001000
91 1 0.000333
92 0 0.000000
93 3 0.001000
94 1 0.000333
95 0 0.000000
96 0 0.000000
97 0 0.000000
98 0 0.000000
99 0 0.000000
100 0 0.000000
