n_agents n_rounds n_runs lam mean variance std
100 400 3000 0.6 50.544667 94.127338 9.701924
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 0 0.000000
16 0 0.000000
17 0 0.000000
18 0 0.000000
19 0 0.000000
20 1 0.000333
21 1 0.000333
22 1 0.000333
23 0 0.000000
24 2 0.000667
25 5 0.001667
26 4 0.001333
27 5 0.001667
28 5 0.001667
29 11 0.003667
30 14 0.004667
31 16 0.005333
32 28 0.009333
33 25 0.008333
34 34 0.011333
35 45 0.015000
36 36 0.012000
37 56 0.018667
38 67 0.022333
39 57 0.019000
40 73 0.024333
41 77 0.025667
42 80 0.026667
43 85 0.028333
44 105 0.035000
45 91 0.030333
46 123 0.041000
47 108 0.036000
48 99 0.033000
49 96 0.032000
50 132 0.044000
51 103 0.034333
52 128 0.042667
53 104 0.034667
54 117 0.039000
55 108 0.036000
56 106 0.035333
57 101 0.033667
58 103 0.034333
59 81 0.027000
60 76 0.025333
61 77 0.025667
62 64 0.021333
63 64 0.021333
64 67 0.022333
65 45 0.015000
66 28 0.009333
67 35 0.011667
68 24 0.008000
69 29 0.009667
70 19 0.006333
71 11 0.003667
72 8 0.002667
73 8 0.002667
74 5 0.001667
75 3 0.001000
76 1 0.000333
77 1 0.000333
78 1 0.000333
79 0 0.000000
80 1 0.000333
81 0 0.000000
82 0 0.000000
83 0 0.000000
84 0 0.000000
85 0 0.000000
86 0 0.000000
87 0 0.000000
88 0 0.000000
89 0 0.000000
90 0 0.000000
91 0 0.000000
92 0 0.000000
93 0 0.000000
94 0 0.000000
95 0 0.000000
96 0 0.000000
97 0 0.000000
98 0 0.000000
99 0 0.000000
100 0 0.000000
