n_agents n_rounds n_runs lam mean variance std
100 200 3000 0.51 50.261333 137.048372 11.706766
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 1 0.000333
16 1 0.000333
17 2 0.000667
18 2 0.000667
19 1 0.000333
20 2 0.000667
21 4 0.001333
22 3 0.001000
23 5 0.001667
24 8 0.002667
25 16 0.005333
26 11 0.003667
27 13 0.004333
28 19 0.006333
29 19 0.006333
30 27 0.009000
31 22 0.007333
32 38 0.012667
33 37 0.012333
34 55 0.018333
35 45 0.015000
36 57 0.019000
37 61 0.020333
38 52 0.017333
39 68 0.022667
40 61 0.020333
41 71 0.023667
42 80 0.026667
43 101 0.033667
44 91 0.030333
45 90 0.030000
46 96 0.032000
47 102 0.034000
48 82 0.027333
49 89 0.029667
50 99 0.033000
51 85 0.028333
52 80 0.026667
53 105 0.035000
54 97 0.032333
55 77 0.025667
56 95 0.031667
57 82 0.027333
58 96 0.032000
59 58 0.019333
60 88 0.029333
61 67 0.022333
62 63 0.021000
63 65 0.021667
64 50 0.016667
65 53 0.017667
66 46 0.015333
67 40 0.013333
68 31 0.010333
69 36 0.012000
70 39 0.013000
71 35 0.011667
72 19 0.006333
73 8 0.002667
74 10 0.003333
75 12 0.004000
76 5 0.001667
77 9 0.003000
78 5 0.001667
79 4 0.001333
80 0 0.000000
81 3 0.001000
82 2 0.000667
83 1 0.000333
84 0 0.000000
85 2 0.000667
86 0 0.000000
87 1 0.000333
88 0 0.000000
89 0 0.000000
90 0 0.000000
91 0 0.000000
92 0 0.000000
93 0 0.000000
94 0 0.000000
95 0 0.000000
96 0 0.000000
97 0 0.000000
98 0 0.000000
99 0 0.000000
100 0 0.000000
