n_agents n_rounds n_runs lam mean variance std
100 50 3000 0.08 50.199000 338.380066 18.395110
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 2 0.000667
5 5 0.001667
6 1 0.000333
7 5 0.001667
8 9 0.003000
9 4 0.001333
10 6 0.002000
11 6 0.002000
12 10 0.003333
13 19 0.006333
14 10 0.003333
15 15 0.005000
16 10 0.003333
17 10 0.003333
18 15 0.005000
19 24 0.008000
20 16 0.005333
21 20 0.006667
22 19 0.006333
23 20 0.006667
24 24 0.008000
25 33 0.011000
26 29 0.009667
27 25 0.008333
28 50 0.016667
29 35 0.011667
30 37 0.012333
31 43 0.014333
32 34 0.011333
33 43 0.014333
34 32 0.010667
35 44 0.014667
36 59 0.019667
37 51 0.017000
38 58 0.019333
39 51 0.017000
40 51 0.017000
41 66 0.022000
42 56 0.018667
43 57 0.019000
44 60 0.020000
45 51 0.017000
46 73 0.024333
47 61 0.020333
48 53 0.017667
49 57 0.019000
50 50 0.016667
51 68 0.022667
52 44 0.014667
53 74 0.024667
54 82 0.027333
55 59 0.019667
56 61 0.020333
57 56 0.018667
58 56 0.018667
59 55 0.018333
60 51 0.017000
61 61 0.020333
62 56 0.018667
63 48 0.016000
64 38 0.012667
65 47 0.015667
66 44 0.014667
67 42 0.014000
68 35 0.011667
69 33 0.011000
70 43 0.014333
71 35 0.011667
72 35 0.011667
73 31 0.010333
74 33 0.011000
75 25 0.008333
76 25 0.008333
77 21 0.007000
78 27 0.009000
79 12 0.004000
80 20 0.006667
81 25 0.008333
82 21 0.007000
83 20 0.006667
84 11 0.003667
85 13 0.004333
86 15 0.005000
87 17 0.005667
88 7 0.002333
89 11 0.003667
90 4 0.001333
91 5 0.001667
92 10 0.003333
93 6 0.002000
94 1 0.000333
95 5 0.001667
96 1 0.000333
97 1 0.000333
98 1 0.000333
99 0 0.000000
100 0 0.000000
