n_agents n_rounds n_runs lam mean variance std
100 400 3000 0.99 50.415667 30.480221 5.520890
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 0 0.000000
16 0 0.000000
17 0 0.000000
18 0 0.000000
19 0 0.000000
20 0 0.000000
21 0 0.000000
22 0 0.000000
23 0 0.000000
24 0 0.000000
25 0 0.000000
26 0 0.000000
27 0 0.000000
28 0 0.000000
29 1 0.000333
30 0 0.000000
31 1 0.000333
32 0 0.000000
33 1 0.000333
34 1 0.000333
35 5 0.001667
36 8 0.002667
37 9 0.003000
38 15 0.005000
39 20 0.006667
40 48 0.016000
41 48 0.016000
42 78 0.026000
43 95 0.031667
44 112 0.037333
45 144 0.048000
46 144 0.048000
47 160 0.053333
48 196 0.065333
49 206 0.068667
50 231 0.077000
51 203 0.067667
52 213 0.071000
53 180 0.060000
54 185 0.061667
55 141 0.047000
56 139 0.046333
57 101 0.033667
58 97 0.032333
59 64 0.021333
60 59 0.019667
61 31 0.010333
62 26 0.008667
63 23 0.007667
64 11 0.003667
65 2 0.000667
66 0 0.000000
67 0 0.000000
68 1 0.000333
69 0 0.000000
70 1 0.000333
71 0 0.000000
72 0 0.000000
73 0 0.000000
74 0 0.000000
75 0 0.000000
76 0 0.000000
77 0 0.000000
78 0 0.000000
79 0 0.000000
80 0 0.000000
81 0 0.000000
82 0 0.000000
83 0 0.000000
84 0 0.000000
85 0 0.000000
86 0 0.000000
87 0 0.000000
88 0 0.000000
89 0 0.000000
90 0 0.000000
91 0 0.000000
92 0 0.000000
93 0 0.000000
94 0 0.000000
95 0 0.000000
96 0 0.000000
97 0 0.000000
98 0 0.000000
99 0 0.000000
100 0 0.000000
