n_agents n_rounds n_runs lam mean variance std
100 50 3000 0.16 50.214333 313.913728 17.717611
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 2 0.000667
5 2 0.000667
6 1 0.000333
7 1 0.000333
8 5 0.001667
9 8 0.002667
10 6 0.002000
11 2 0.000667
12 5 0.001667
13 10 0.003333
14 16 0.005333
15 15 0.005000
16 10 0.003333
17 10 0.003333
18 19 0.006333
19 20 0.006667
20 14 0.004667
21 16 0.005333
22 16 0.005333
23 24 0.008000
24 25 0.008333
25 24 0.008000
26 31 0.010333
27 28 0.009333
28 42 0.014000
29 47 0.015667
30 31 0.010333
31 37 0.012333
32 36 0.012000
33 46 0.015333
34 35 0.011667
35 48 0.016000
36 55 0.018333
37 55 0.018333
38 58 0.019333
39 49 0.016333
40 54 0.018000
41 72 0.024000
42 59 0.019667
43 65 0.021667
44 54 0.018000
45 53 0.017667
46 72 0.024000
47 68 0.022667
48 62 0.020667
49 48 0.016000
50 50 0.016667
51 78 0.026000
52 54 0.018000
53 65 0.021667
54 74 0.024667
55 62 0.020667
56 62 0.020667
57 67 0.022333
58 60 0.020000
59 51 0.017000
60 54 0.018000
61 64 0.021333
62 50 0.016667
63 56 0.018667
64 39 0.013000
65 46 0.015333
66 45 0.015000
67 47 0.015667
68 33 0.011000
69 39 0.013000
70 32 0.010667
71 36 0.012000
72 32 0.010667
73 36 0.012000
74 32 0.010667
75 27 0.009000
76 27 0.009000
77 16 0.005333
78 29 0.009667
79 16 0.005333
80 22 0.007333
81 19 0.006333
82 16 0.005333
83 16 0.005333
84 11 0.003667
85 14 0.004667
86 18 0.006000
87 9 0.003000
88 8 0.002667
89 8 0.002667
90 4 0.001333
91 5 0.001667
92 7 0.002333
93 1 0.000333
94 2 0.000667
95 4 0.001333
96 0 0.000000
97 1 0.000333
98 0 0.000000
99 0 0.000000
100 0 0.000000
