n_agents n_rounds n_runs lam mean variance std
100 1000 3000 0.89 50.483000 10.877711 3.298138
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 0 0.000000
16 0 0.000000
17 0 0.000000
18 0 0.000000
19 0 0.000000
20 0 0.000000
21 0 0.000000
22 0 0.000000
23 0 0.000000
24 0 0.000000
25 0 0.000000
26 0 0.000000
27 0 0.000000
28 0 0.000000
29 0 0.000000
30 0 0.000000
31 0 0.000000
32 0 0.000000
33 0 0.000000
34 0 0.000000
35 0 0.000000
36 0 0.000000
37 0 0.000000
38 1 0.000333
39 0 0.000000
40 1 0.000333
41 2 0.000667
42 19 0.006333
43 32 0.010667
44 66 0.022000
45 88 0.029333
46 114 0.038000
47 214 0.071333
48 289 0.096333
49 334 0.111333
50 337 0.112333
51 356 0.118667
52 303 0.101000
53 291 0.097000
54 239 0.079667
55 134 0.044667
56 88 0.029333
57 52 0.017333
58 17 0.005667
59 14 0.004667
60 4 0.001333
61 4 0.001333
62 1 0.000333
63 0 0.000000
64 0 0.000000
65 0 0.000000
66 0 0.000000
67 0 0.000000
68 0 0.000000
69 0 0.000000
70 0 0.000000
71 0 0.000000
72 0 0.000000
73 0 0.000000
74 0 0.000000
75 0 0.000000
76 0 0.000000
77 0 0.000000
78 0 0.000000
79 0 0.000000
80 0 0.000000
81 0 0.000000
82 0 0.000000
83 0 0.000000
84 0 0.000000
85 0 0.000000
86 0 0.000000
87 0 0.000000
88 0 0.000000
89 0 0.000000
90 0 0.000000
91 0 0.000000
92 0 0.000000
93 0 0.000000
94 0 0.000000
95 0 0.000000
96 0 0.000000
97 0 0.000000
98 0 0.000000
99 0 0.000000
100 0 0.000000
