n_agents n_rounds n_runs lam mean variance std
100 400 3000 0.8300000000000001 50.561667 23.464864 4.844054
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 0 0.000000
16 0 0.000000
17 0 0.000000
18 0 0.000000
19 0 0.000000
20 0 0.000000
21 0 0.000000
22 0 0.000000
23 0 0.000000
24 0 0.000000
25 0 0.000000
26 0 0.000000
27 0 0.000000
28 0 0.000000
29 0 0.000000
30 0 0.000000
31 0 0.000000
32 0 0.000000
33 3 0.001000
34 1 0.000333
35 0 0.000000
36 2 0.000667
37 5 0.001667
38 5 0.001667
39 14 0.004667
40 17 0.005667
41 43 0.014333
42 60 0.020000
43 88 0.029333
44 109 0.036333
45 119 0.039667
46 148 0.049333
47 180 0.060000
48 198 0.066000
49 240 0.080000
50 238 0.079333
51 226 0.075333
52 241 0.080333
53 206 0.068667
54 204 0.068000
55 182 0.060667
56 150 0.050000
57 109 0.036333
58 74 0.024667
59 54 0.018000
60 37 0.012333
61 22 0.007333
62 13 0.004333
63 6 0.002000
64 2 0.000667
65 3 0.001000
66 0 0.000000
67 1 0.000333
68 0 0.000000
69 0 0.000000
70 0 0.000000
71 0 0.000000
72 0 0.000000
73 0 0.000000
74 0 0.000000
75 0 0.000000
76 0 0.000000
77 0 0.000000
78 0 0.000000
79 0 0.000000
80 0 0.000000
81 0 0.000000
82 0 0.000000
83 0 0.000000
84 0 0.000000
85 0 0.000000
86 0 0.000000
87 0 0.000000
88 0 0.000000
89 0 0.000000
90 0 0.000000
91 0 0.000000
92 0 0.000000
93 0 0.000000
94 0 0.000000
95 0 0.000000
96 0 0.000000
97 0 0.000000
98 0 0.000000
99 0 0.000000
100 0 0.000000
