n_agents n_rounds n_runs lam mean variance std
100 400 3000 0.66 50.558333 71.821931 8.474782
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 0 0.000000
16 0 0.000000
17 0 0.000000
18 0 0.000000
19 0 0.000000
20 0 0.000000
21 0 0.000000
22 0 0.000000
23 1 0.000333
24 2 0.000667
25 0 0.000000
26 0 0.000000
27 2 0.000667
28 4 0.001333
29 6 0.002000
30 8 0.002667
31 8 0.002667
32 13 0.004333
33 8 0.002667
34 29 0.009667
35 30 0.010000
36 40 0.013333
37 40 0.013333
38 60 0.020000
39 72 0.024000
40 64 0.021333
41 68 0.022667
42 95 0.031667
43 83 0.027667
44 101 0.033667
45 105 0.035000
46 132 0.044000
47 127 0.042333
48 119 0.039667
49 125 0.041667
50 145 0.048333
51 113 0.037667
52 135 0.045000
53 120 0.040000
54 133 0.044333
55 133 0.044333
56 115 0.038333
57 121 0.040333
58 88 0.029333
59 96 0.032000
60 90 0.030000
61 73 0.024333
62 61 0.020333
63 52 0.017333
64 41 0.013667
65 31 0.010333
66 34 0.011333
67 23 0.007667
68 20 0.006667
69 9 0.003000
70 9 0.003000
71 7 0.002333
72 4 0.001333
73 2 0.000667
74 1 0.000333
75 1 0.000333
76 0 0.000000
77 1 0.000333
78 0 0.000000
79 0 0.000000
80 0 0.000000
81 0 0.000000
82 0 0.000000
83 0 0.000000
84 0 0.000000
85 0 0.000000
86 0 0.000000
87 0 0.000000
88 0 0.000000
89 0 0.000000
90 0 0.000000
91 0 0.000000
92 0 0.000000
93 0 0.000000
94 0 0.000000
95 0 0.000000
96 0 0.000000
97 0 0.000000
98 0 0.000000
99 0 0.000000
100 0 0.000000
