n_agents n_rounds n_runs lam mean variance std
100 50 3000 0.18 50.204667 307.613445 17.538912
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 2 0.000667
5 2 0.000667
6 1 0.000333
7 1 0.000333
8 4 0.001333
9 6 0.002000
10 7 0.002333
11 3 0.001000
12 3 0.001000
13 10 0.003333
14 16 0.005333
15 13 0.004333
16 12 0.004000
17 6 0.002000
18 18 0.006000
19 25 0.008333
20 15 0.005000
21 15 0.005000
22 12 0.004000
23 26 0.008667
24 23 0.007667
25 28 0.009333
26 24 0.008000
27 31 0.010333
28 43 0.014333
29 44 0.014667
30 32 0.010667
31 32 0.010667
32 42 0.014000
33 43 0.014333
34 36 0.012000
35 51 0.017000
36 54 0.018000
37 55 0.018333
38 60 0.020000
39 44 0.014667
40 60 0.020000
41 72 0.024000
42 60 0.020000
43 64 0.021333
44 53 0.017667
45 58 0.019333
46 76 0.025333
47 63 0.021000
48 61 0.020333
49 52 0.017333
50 52 0.017333
51 77 0.025667
52 50 0.016667
53 69 0.023000
54 70 0.023333
55 62 0.020667
56 62 0.020667
57 74 0.024667
58 61 0.020333
59 48 0.016000
60 59 0.019667
61 58 0.019333
62 54 0.018000
63 53 0.017667
64 40 0.013333
65 45 0.015000
66 49 0.016333
67 53 0.017667
68 30 0.010000
69 36 0.012000
70 31 0.010333
71 32 0.010667
72 36 0.012000
73 34 0.011333
74 37 0.012333
75 26 0.008667
76 27 0.009000
77 17 0.005667
78 28 0.009333
79 16 0.005333
80 22 0.007333
81 13 0.004333
82 23 0.007667
83 13 0.004333
84 5 0.001667
85 23 0.007667
86 11 0.003667
87 8 0.002667
88 8 0.002667
89 7 0.002333
90 7 0.002333
91 3 0.001000
92 5 0.001667
93 2 0.000667
94 1 0.000333
95 4 0.001333
96 0 0.000000
97 1 0.000333
98 0 0.000000
99 0 0.000000
100 0 0.000000
